trial,question_index,question_text,answer_index,answer_text,pp
11,4,4. I am the author of my avatar's speech,5,,P12
11,5,5. Things my avatar says are subject only to my free will,1,,P12
11,6,6. Nothing my avatar says is actually voluntary,1,,P12
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P12
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P12
11,9,9. I would use this response as my own.,9,,P12
12,1,1. I am in control of what my avatar says,5,,P12
12,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P12
12,3,3. My avatar's speech just happen without my intention,4,,P12
12,4,4. I am the author of my avatar's speech,3,,P12
12,5,5. Things my avatar says are subject only to my free will,3,,P12
12,6,6. Nothing my avatar says is actually voluntary,1,,P12
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P12
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P12
12,9,9. I would use this response as my own.,10,,P12
1,1,1. I am in control of what my avatar says,3,,P24
1,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P24
1,3,3. My avatar's speech just happen without my intention,2,,P24
1,4,4. I am the author of my avatar's speech,3,,P24
1,5,5. Things my avatar says are subject only to my free will,1,,P24
1,6,6. Nothing my avatar says is actually voluntary,3,,P24
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P24
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24
1,9,9. I would use this response as my own.,5,,P24
2,1,1. I am in control of what my avatar says,1,,P24
2,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P24
2,3,3. My avatar's speech just happen without my intention,1,,P24
2,4,4. I am the author of my avatar's speech,1,,P24
2,5,5. Things my avatar says are subject only to my free will,1,,P24
2,6,6. Nothing my avatar says is actually voluntary,1,,P24
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P24
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P24
2,9,9. I would use this response as my own.,1,,P24
3,1,1. I am in control of what my avatar says,4,,P24
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P24
3,3,3. My avatar's speech just happen without my intention,3,,P24
3,4,4. I am the author of my avatar's speech,4,,P24
3,5,5. Things my avatar says are subject only to my free will,4,,P24
3,6,6. Nothing my avatar says is actually voluntary,4,,P24
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P24
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24
3,9,9. I would use this response as my own.,3,,P24
4,1,1. I am in control of what my avatar says,1,,P24
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P24
4,3,3. My avatar's speech just happen without my intention,4,,P24
4,4,4. I am the author of my avatar's speech,2,,P24
4,5,5. Things my avatar says are subject only to my free will,3,,P24
4,6,6. Nothing my avatar says is actually voluntary,5,,P24
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P24
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24
4,9,9. I would use this response as my own.,2,,P24
5,1,1. I am in control of what my avatar says,5,,P24
5,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P24
5,3,3. My avatar's speech just happen without my intention,3,,P24
5,4,4. I am the author of my avatar's speech,5,,P24
5,5,5. Things my avatar says are subject only to my free will,4,,P24
5,6,6. Nothing my avatar says is actually voluntary,4,,P24
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P24
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P24
5,9,9. I would use this response as my own.,8,,P24
6,1,1. I am in control of what my avatar says,4,,P24
6,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P24
6,3,3. My avatar's speech just happen without my intention,4,,P24
6,4,4. I am the author of my avatar's speech,4,,P24
6,5,5. Things my avatar says are subject only to my free will,4,,P24
6,6,6. Nothing my avatar says is actually voluntary,4,,P24
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P24
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P24
6,9,9. I would use this response as my own.,7,,P24
7,1,1. I am in control of what my avatar says,4,,P24
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P24
7,3,3. My avatar's speech just happen without my intention,4,,P24
7,4,4. I am the author of my avatar's speech,5,,P24
7,5,5. Things my avatar says are subject only to my free will,5,,P24
7,6,6. Nothing my avatar says is actually voluntary,4,,P24
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P24
7,9,9. I would use this response as my own.,7,,P24
8,1,1. I am in control of what my avatar says,5,,P24
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P24
8,3,3. My avatar's speech just happen without my intention,4,,P24
8,4,4. I am the author of my avatar's speech,5,,P24
8,5,5. Things my avatar says are subject only to my free will,5,,P24
8,6,6. Nothing my avatar says is actually voluntary,5,,P24
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P24
8,9,9. I would use this response as my own.,8,,P24
9,1,1. I am in control of what my avatar says,1,,P24
9,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P24
9,3,3. My avatar's speech just happen without my intention,6,,P24
9,4,4. I am the author of my avatar's speech,1,,P24
9,5,5. Things my avatar says are subject only to my free will,4,,P24
9,6,6. Nothing my avatar says is actually voluntary,2,,P24
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P24
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24
9,9,9. I would use this response as my own.,2,,P24
10,1,1. I am in control of what my avatar says,1,,P24
10,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P24
10,3,3. My avatar's speech just happen without my intention,2,,P24
10,4,4. I am the author of my avatar's speech,3,,P24
10,5,5. Things my avatar says are subject only to my free will,4,,P24
10,6,6. Nothing my avatar says is actually voluntary,4,,P24
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P24
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P24
10,9,9. I would use this response as my own.,5,,P24
11,1,1. I am in control of what my avatar says,6,,P24
11,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P24
11,3,3. My avatar's speech just happen without my intention,4,,P24
11,4,4. I am the author of my avatar's speech,6,,P24
11,5,5. Things my avatar says are subject only to my free will,5,,P24
11,6,6. Nothing my avatar says is actually voluntary,4,,P24
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24
11,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P24
11,9,9. I would use this response as my own.,8,,P24
12,1,1. I am in control of what my avatar says,2,,P24
12,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P24
12,3,3. My avatar's speech just happen without my intention,3,,P24
12,4,4. I am the author of my avatar's speech,2,,P24
12,5,5. Things my avatar says are subject only to my free will,2,,P24
12,6,6. Nothing my avatar says is actually voluntary,3,,P24
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P24
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24
12,9,9. I would use this response as my own.,4,,P24
1,1,1. I am in control of what my avatar says,4,,P23
1,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P23
1,3,3. My avatar's speech just happen without my intention,3,,P23
1,4,4. I am the author of my avatar's speech,3,,P23
1,5,5. Things my avatar says are subject only to my free will,4,,P23
1,6,6. Nothing my avatar says is actually voluntary,4,,P23
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23
1,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23
1,9,9. I would use this response as my own.,4,,P23
2,1,1. I am in control of what my avatar says,5,,P23
2,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P23
2,3,3. My avatar's speech just happen without my intention,2,,P23
2,4,4. I am the author of my avatar's speech,5,,P23
2,5,5. Things my avatar says are subject only to my free will,3,,P23
2,6,6. Nothing my avatar says is actually voluntary,3,,P23
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23
2,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23
2,9,9. I would use this response as my own.,3,,P23
3,1,1. I am in control of what my avatar says,5,,P23
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
3,3,3. My avatar's speech just happen without my intention,2,,P23
3,4,4. I am the author of my avatar's speech,6,,P23
3,5,5. Things my avatar says are subject only to my free will,3,,P23
3,6,6. Nothing my avatar says is actually voluntary,4,,P23
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P23
3,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23
3,9,9. I would use this response as my own.,10,,P23
4,1,1. I am in control of what my avatar says,3,,P23
4,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23
4,3,3. My avatar's speech just happen without my intention,6,,P23
4,4,4. I am the author of my avatar's speech,2,,P23
4,5,5. Things my avatar says are subject only to my free will,3,,P23
4,6,6. Nothing my avatar says is actually voluntary,7,,P23
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P23
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P23
4,9,9. I would use this response as my own.,1,,P23
5,1,1. I am in control of what my avatar says,6,,P23
5,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23
5,3,3. My avatar's speech just happen without my intention,2,,P23
5,4,4. I am the author of my avatar's speech,6,,P23
5,5,5. Things my avatar says are subject only to my free will,6,,P23
5,6,6. Nothing my avatar says is actually voluntary,6,,P23
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P23
5,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23
5,9,9. I would use this response as my own.,10,,P23
6,1,1. I am in control of what my avatar says,6,,P23
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23
6,3,3. My avatar's speech just happen without my intention,2,,P23
6,4,4. I am the author of my avatar's speech,6,,P23
6,5,5. Things my avatar says are subject only to my free will,7,,P23
6,6,6. Nothing my avatar says is actually voluntary,7,,P23
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P23
6,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23
6,9,9. I would use this response as my own.,10,,P23
7,1,1. I am in control of what my avatar says,5,,P23
7,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
7,3,3. My avatar's speech just happen without my intention,3,,P23
7,4,4. I am the author of my avatar's speech,5,,P23
7,5,5. Things my avatar says are subject only to my free will,5,,P23
7,6,6. Nothing my avatar says is actually voluntary,4,,P23
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23
7,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23
7,9,9. I would use this response as my own.,9,,P23
8,1,1. I am in control of what my avatar says,5,,P23
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
8,3,3. My avatar's speech just happen without my intention,2,,P23
8,4,4. I am the author of my avatar's speech,5,,P23
8,5,5. Things my avatar says are subject only to my free will,5,,P23
8,6,6. Nothing my avatar says is actually voluntary,5,,P23
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23
8,9,9. I would use this response as my own.,9,,P23
9,1,1. I am in control of what my avatar says,4,,P23
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
9,3,3. My avatar's speech just happen without my intention,4,,P23
9,4,4. I am the author of my avatar's speech,3,,P23
9,5,5. Things my avatar says are subject only to my free will,4,,P23
9,6,6. Nothing my avatar says is actually voluntary,3,,P23
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P23
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23
9,9,9. I would use this response as my own.,6,,P23
10,1,1. I am in control of what my avatar says,3,,P23
10,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
10,3,3. My avatar's speech just happen without my intention,3,,P23
10,4,4. I am the author of my avatar's speech,2,,P23
10,5,5. Things my avatar says are subject only to my free will,3,,P23
10,6,6. Nothing my avatar says is actually voluntary,2,,P23
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P23
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23
10,9,9. I would use this response as my own.,5,,P23
11,1,1. I am in control of what my avatar says,6,,P23
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23
11,3,3. My avatar's speech just happen without my intention,2,,P23
11,4,4. I am the author of my avatar's speech,6,,P23
11,5,5. Things my avatar says are subject only to my free will,3,,P23
11,6,6. Nothing my avatar says is actually voluntary,5,,P23
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23
11,9,9. I would use this response as my own.,10,,P23
12,1,1. I am in control of what my avatar says,4,,P23
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P23
12,3,3. My avatar's speech just happen without my intention,4,,P23
12,4,4. I am the author of my avatar's speech,3,,P23
12,5,5. Things my avatar says are subject only to my free will,3,,P23
12,6,6. Nothing my avatar says is actually voluntary,2,,P23
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P23
12,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23
12,9,9. I would use this response as my own.,8,,P23
1,1,1. I am in control of what my avatar says,4,,P01
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P01
1,3,3. My avatar's speech just happen without my intention,7,,P01
1,4,4. I am the author of my avatar's speech,4,,P01
1,5,5. Things my avatar says are subject only to my free will,2,,P01
1,6,6. Nothing my avatar says is actually voluntary,3,,P01
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
1,9,9. I would use this response as my own.,3,,P01
2,1,1. I am in control of what my avatar says,2,,P01
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
2,3,3. My avatar's speech just happen without my intention,5,,P01
2,4,4. I am the author of my avatar's speech,2,,P01
2,5,5. Things my avatar says are subject only to my free will,1,,P01
2,6,6. Nothing my avatar says is actually voluntary,5,,P01
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01
2,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01
2,9,9. I would use this response as my own.,7,,P01
3,1,1. I am in control of what my avatar says,1,,P01
3,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
3,3,3. My avatar's speech just happen without my intention,6,,P01
3,4,4. I am the author of my avatar's speech,1,,P01
3,5,5. Things my avatar says are subject only to my free will,2,,P01
3,6,6. Nothing my avatar says is actually voluntary,6,,P01
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01
3,9,9. I would use this response as my own.,4,,P01
4,1,1. I am in control of what my avatar says,2,,P01
4,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
4,3,3. My avatar's speech just happen without my intention,6,,P01
4,4,4. I am the author of my avatar's speech,2,,P01
4,5,5. Things my avatar says are subject only to my free will,2,,P01
4,6,6. Nothing my avatar says is actually voluntary,6,,P01
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01
4,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01
4,9,9. I would use this response as my own.,7,,P01
5,1,1. I am in control of what my avatar says,1,,P01
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P01
5,3,3. My avatar's speech just happen without my intention,5,,P01
5,4,4. I am the author of my avatar's speech,2,,P01
5,5,5. Things my avatar says are subject only to my free will,1,,P01
5,6,6. Nothing my avatar says is actually voluntary,5,,P01
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01
5,9,9. I would use this response as my own.,7,,P01
6,1,1. I am in control of what my avatar says,2,,P01
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
6,3,3. My avatar's speech just happen without my intention,6,,P01
6,4,4. I am the author of my avatar's speech,1,,P01
6,5,5. Things my avatar says are subject only to my free will,1,,P01
6,6,6. Nothing my avatar says is actually voluntary,6,,P01
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01
6,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
6,9,9. I would use this response as my own.,2,,P01
7,1,1. I am in control of what my avatar says,2,,P01
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
7,3,3. My avatar's speech just happen without my intention,6,,P01
7,4,4. I am the author of my avatar's speech,2,,P01
7,5,5. Things my avatar says are subject only to my free will,1,,P01
7,6,6. Nothing my avatar says is actually voluntary,6,,P01
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P01
7,9,9. I would use this response as my own.,2,,P01
8,1,1. I am in control of what my avatar says,1,,P01
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01
8,3,3. My avatar's speech just happen without my intention,6,,P01
8,4,4. I am the author of my avatar's speech,3,,P01
8,5,5. Things my avatar says are subject only to my free will,4,,P01
8,6,6. Nothing my avatar says is actually voluntary,6,,P01
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
8,9,9. I would use this response as my own.,8,,P01
9,1,1. I am in control of what my avatar says,3,,P01
9,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P01
9,3,3. My avatar's speech just happen without my intention,4,,P01
9,4,4. I am the author of my avatar's speech,5,,P01
9,5,5. Things my avatar says are subject only to my free will,3,,P01
9,6,6. Nothing my avatar says is actually voluntary,5,,P01
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
9,9,9. I would use this response as my own.,5,,P01
10,1,1. I am in control of what my avatar says,3,,P01
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P01
10,3,3. My avatar's speech just happen without my intention,5,,P01
10,4,4. I am the author of my avatar's speech,2,,P01
10,5,5. Things my avatar says are subject only to my free will,1,,P01
10,6,6. Nothing my avatar says is actually voluntary,5,,P01
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
10,9,9. I would use this response as my own.,7,,P01
11,1,1. I am in control of what my avatar says,3,,P01
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P01
11,3,3. My avatar's speech just happen without my intention,4,,P01
11,4,4. I am the author of my avatar's speech,5,,P01
11,5,5. Things my avatar says are subject only to my free will,3,,P01
11,6,6. Nothing my avatar says is actually voluntary,4,,P01
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P01
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
11,9,9. I would use this response as my own.,8,,P01
12,1,1. I am in control of what my avatar says,5,,P01
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P01
12,3,3. My avatar's speech just happen without my intention,5,,P01
12,4,4. I am the author of my avatar's speech,5,,P01
12,5,5. Things my avatar says are subject only to my free will,3,,P01
12,6,6. Nothing my avatar says is actually voluntary,3,,P01
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P01
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01
12,9,9. I would use this response as my own.,6,,P01
1,1,1. I am in control of what my avatar says,1,,P06
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06
1,3,3. My avatar's speech just happen without my intention,7,,P06
1,4,4. I am the author of my avatar's speech,2,,P06
1,5,5. Things my avatar says are subject only to my free will,3,,P06
1,6,6. Nothing my avatar says is actually voluntary,5,,P06
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P06
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06
1,9,9. I would use this response as my own.,1,,P06
2,1,1. I am in control of what my avatar says,7,,P06
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06
2,3,3. My avatar's speech just happen without my intention,3,,P06
2,4,4. I am the author of my avatar's speech,6,,P06
2,5,5. Things my avatar says are subject only to my free will,5,,P06
2,6,6. Nothing my avatar says is actually voluntary,4,,P06
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P06
2,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P06
2,9,9. I would use this response as my own.,10,,P06
3,1,1. I am in control of what my avatar says,5,,P06
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06
3,3,3. My avatar's speech just happen without my intention,3,,P06
3,4,4. I am the author of my avatar's speech,4,,P06
3,5,5. Things my avatar says are subject only to my free will,4,,P06
3,6,6. Nothing my avatar says is actually voluntary,3,,P06
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06
3,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06
3,9,9. I would use this response as my own.,7,,P06
4,1,1. I am in control of what my avatar says,2,,P06
4,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06
4,3,3. My avatar's speech just happen without my intention,6,,P06
4,4,4. I am the author of my avatar's speech,2,,P06
4,5,5. Things my avatar says are subject only to my free will,2,,P06
4,6,6. Nothing my avatar says is actually voluntary,2,,P06
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P06
4,9,9. I would use this response as my own.,7,,P06
5,1,1. I am in control of what my avatar says,7,,P06
5,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06
5,3,3. My avatar's speech just happen without my intention,1,,P06
5,4,4. I am the author of my avatar's speech,6,,P06
5,5,5. Things my avatar says are subject only to my free will,5,,P06
5,6,6. Nothing my avatar says is actually voluntary,3,,P06
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P06
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06
5,9,9. I would use this response as my own.,9,,P06
6,1,1. I am in control of what my avatar says,3,,P06
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06
6,3,3. My avatar's speech just happen without my intention,5,,P06
6,4,4. I am the author of my avatar's speech,5,,P06
6,5,5. Things my avatar says are subject only to my free will,3,,P06
6,6,6. Nothing my avatar says is actually voluntary,3,,P06
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06
6,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06
6,9,9. I would use this response as my own.,10,,P06
7,1,1. I am in control of what my avatar says,3,,P06
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06
7,3,3. My avatar's speech just happen without my intention,5,,P06
7,4,4. I am the author of my avatar's speech,5,,P06
7,5,5. Things my avatar says are subject only to my free will,3,,P06
7,6,6. Nothing my avatar says is actually voluntary,3,,P06
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P06
7,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P06
7,9,9. I would use this response as my own.,10,,P06
8,1,1. I am in control of what my avatar says,5,,P06
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06
8,3,3. My avatar's speech just happen without my intention,3,,P06
8,4,4. I am the author of my avatar's speech,5,,P06
8,5,5. Things my avatar says are subject only to my free will,5,,P06
8,6,6. Nothing my avatar says is actually voluntary,4,,P06
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06
8,9,9. I would use this response as my own.,10,,P06
9,1,1. I am in control of what my avatar says,1,,P06
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06
9,3,3. My avatar's speech just happen without my intention,6,,P06
9,4,4. I am the author of my avatar's speech,3,,P06
9,5,5. Things my avatar says are subject only to my free will,2,,P06
9,6,6. Nothing my avatar says is actually voluntary,5,,P06
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06
9,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06
9,9,9. I would use this response as my own.,10,,P06
10,1,1. I am in control of what my avatar says,5,,P06
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P06
10,3,3. My avatar's speech just happen without my intention,3,,P06
10,4,4. I am the author of my avatar's speech,5,,P06
10,5,5. Things my avatar says are subject only to my free will,5,,P06
10,6,6. Nothing my avatar says is actually voluntary,4,,P06
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06
10,9,9. I would use this response as my own.,10,,P06
11,1,1. I am in control of what my avatar says,7,,P06
11,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06
11,3,3. My avatar's speech just happen without my intention,2,,P06
11,4,4. I am the author of my avatar's speech,6,,P06
11,5,5. Things my avatar says are subject only to my free will,6,,P06
11,6,6. Nothing my avatar says is actually voluntary,6,,P06
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P06
11,9,9. I would use this response as my own.,10,,P06
12,1,1. I am in control of what my avatar says,1,,P06
12,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06
12,3,3. My avatar's speech just happen without my intention,6,,P06
12,4,4. I am the author of my avatar's speech,2,,P06
12,5,5. Things my avatar says are subject only to my free will,2,,P06
12,6,6. Nothing my avatar says is actually voluntary,3,,P06
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P06
12,9,9. I would use this response as my own.,1,,P06
1,1,1. I am in control of what my avatar says,1,,P30
1,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P30
1,3,3. My avatar's speech just happen without my intention,7,,P30
1,4,4. I am the author of my avatar's speech,1,,P30
1,5,5. Things my avatar says are subject only to my free will,1,,P30
1,6,6. Nothing my avatar says is actually voluntary,7,,P30
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
1,9,9. I would use this response as my own.,1,,P30
2,1,1. I am in control of what my avatar says,2,,P30
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30
2,3,3. My avatar's speech just happen without my intention,6,,P30
2,4,4. I am the author of my avatar's speech,3,,P30
2,5,5. Things my avatar says are subject only to my free will,1,,P30
2,6,6. Nothing my avatar says is actually voluntary,6,,P30
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
2,9,9. I would use this response as my own.,4,,P30
3,1,1. I am in control of what my avatar says,1,,P30
3,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P30
3,3,3. My avatar's speech just happen without my intention,7,,P30
3,4,4. I am the author of my avatar's speech,1,,P30
3,5,5. Things my avatar says are subject only to my free will,1,,P30
3,6,6. Nothing my avatar says is actually voluntary,7,,P30
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
3,9,9. I would use this response as my own.,2,,P30
4,1,1. I am in control of what my avatar says,3,,P30
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
4,3,3. My avatar's speech just happen without my intention,6,,P30
4,4,4. I am the author of my avatar's speech,2,,P30
4,5,5. Things my avatar says are subject only to my free will,2,,P30
4,6,6. Nothing my avatar says is actually voluntary,6,,P30
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
4,9,9. I would use this response as my own.,6,,P30
5,1,1. I am in control of what my avatar says,2,,P30
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
5,3,3. My avatar's speech just happen without my intention,5,,P30
5,4,4. I am the author of my avatar's speech,2,,P30
