trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id,scene_id
7,4,4. I am the author of my avatar's speech,5,,P24,enhance,clone,11
7,5,5. Things my avatar says are subject only to my free will,5,,P24,enhance,clone,11
7,6,6. Nothing my avatar says is actually voluntary,4,,P24,enhance,clone,11
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24,enhance,clone,11
7,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P24,enhance,clone,11
7,9,9. I would use this response as my own.,7,,P24,enhance,clone,11
8,1,1. I am in control of what my avatar says,5,,P24,repeat,clone,1
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P24,repeat,clone,1
8,3,3. My avatar's speech just happen without my intention,4,,P24,repeat,clone,1
8,4,4. I am the author of my avatar's speech,5,,P24,repeat,clone,1
8,5,5. Things my avatar says are subject only to my free will,5,,P24,repeat,clone,1
8,6,6. Nothing my avatar says is actually voluntary,5,,P24,repeat,clone,1
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24,repeat,clone,1
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P24,repeat,clone,1
8,9,9. I would use this response as my own.,8,,P24,repeat,clone,1
9,1,1. I am in control of what my avatar says,1,,P24,counter,clone,3
9,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P24,counter,clone,3
9,3,3. My avatar's speech just happen without my intention,6,,P24,counter,clone,3
9,4,4. I am the author of my avatar's speech,1,,P24,counter,clone,3
9,5,5. Things my avatar says are subject only to my free will,4,,P24,counter,clone,3
9,6,6. Nothing my avatar says is actually voluntary,2,,P24,counter,clone,3
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P24,counter,clone,3
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24,counter,clone,3
9,9,9. I would use this response as my own.,2,,P24,counter,clone,3
10,1,1. I am in control of what my avatar says,1,,P24,enhance,clone,5
10,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P24,enhance,clone,5
10,3,3. My avatar's speech just happen without my intention,2,,P24,enhance,clone,5
10,4,4. I am the author of my avatar's speech,3,,P24,enhance,clone,5
10,5,5. Things my avatar says are subject only to my free will,4,,P24,enhance,clone,5
10,6,6. Nothing my avatar says is actually voluntary,4,,P24,enhance,clone,5
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P24,enhance,clone,5
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P24,enhance,clone,5
10,9,9. I would use this response as my own.,5,,P24,enhance,clone,5
11,1,1. I am in control of what my avatar says,6,,P24,repeat,clone,7
11,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P24,repeat,clone,7
11,3,3. My avatar's speech just happen without my intention,4,,P24,repeat,clone,7
11,4,4. I am the author of my avatar's speech,6,,P24,repeat,clone,7
11,5,5. Things my avatar says are subject only to my free will,5,,P24,repeat,clone,7
11,6,6. Nothing my avatar says is actually voluntary,4,,P24,repeat,clone,7
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P24,repeat,clone,7
11,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P24,repeat,clone,7
11,9,9. I would use this response as my own.,8,,P24,repeat,clone,7
12,1,1. I am in control of what my avatar says,2,,P24,counter,clone,9
12,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P24,counter,clone,9
12,3,3. My avatar's speech just happen without my intention,3,,P24,counter,clone,9
12,4,4. I am the author of my avatar's speech,2,,P24,counter,clone,9
12,5,5. Things my avatar says are subject only to my free will,2,,P24,counter,clone,9
12,6,6. Nothing my avatar says is actually voluntary,3,,P24,counter,clone,9
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P24,counter,clone,9
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P24,counter,clone,9
12,9,9. I would use this response as my own.,4,,P24,counter,clone,9
1,1,1. I am in control of what my avatar says,4,,P23,counter,robotic,11
1,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P23,counter,robotic,11
1,3,3. My avatar's speech just happen without my intention,3,,P23,counter,robotic,11
1,4,4. I am the author of my avatar's speech,3,,P23,counter,robotic,11
1,5,5. Things my avatar says are subject only to my free will,4,,P23,counter,robotic,11
1,6,6. Nothing my avatar says is actually voluntary,4,,P23,counter,robotic,11
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23,counter,robotic,11
1,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23,counter,robotic,11
1,9,9. I would use this response as my own.,4,,P23,counter,robotic,11
2,1,1. I am in control of what my avatar says,5,,P23,repeat,robotic,1
2,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P23,repeat,robotic,1
2,3,3. My avatar's speech just happen without my intention,2,,P23,repeat,robotic,1
2,4,4. I am the author of my avatar's speech,5,,P23,repeat,robotic,1
2,5,5. Things my avatar says are subject only to my free will,3,,P23,repeat,robotic,1
2,6,6. Nothing my avatar says is actually voluntary,3,,P23,repeat,robotic,1
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23,repeat,robotic,1
2,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23,repeat,robotic,1
2,9,9. I would use this response as my own.,3,,P23,repeat,robotic,1
3,1,1. I am in control of what my avatar says,5,,P23,enhance,robotic,3
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,enhance,robotic,3
3,3,3. My avatar's speech just happen without my intention,2,,P23,enhance,robotic,3
3,4,4. I am the author of my avatar's speech,6,,P23,enhance,robotic,3
3,5,5. Things my avatar says are subject only to my free will,3,,P23,enhance,robotic,3
3,6,6. Nothing my avatar says is actually voluntary,4,,P23,enhance,robotic,3
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P23,enhance,robotic,3
3,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23,enhance,robotic,3
3,9,9. I would use this response as my own.,10,,P23,enhance,robotic,3
4,1,1. I am in control of what my avatar says,3,,P23,counter,robotic,5
4,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23,counter,robotic,5
4,3,3. My avatar's speech just happen without my intention,6,,P23,counter,robotic,5
4,4,4. I am the author of my avatar's speech,2,,P23,counter,robotic,5
4,5,5. Things my avatar says are subject only to my free will,3,,P23,counter,robotic,5
4,6,6. Nothing my avatar says is actually voluntary,7,,P23,counter,robotic,5
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P23,counter,robotic,5
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P23,counter,robotic,5
4,9,9. I would use this response as my own.,1,,P23,counter,robotic,5
5,1,1. I am in control of what my avatar says,6,,P23,repeat,robotic,7
5,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23,repeat,robotic,7
5,3,3. My avatar's speech just happen without my intention,2,,P23,repeat,robotic,7
5,4,4. I am the author of my avatar's speech,6,,P23,repeat,robotic,7
5,5,5. Things my avatar says are subject only to my free will,6,,P23,repeat,robotic,7
5,6,6. Nothing my avatar says is actually voluntary,6,,P23,repeat,robotic,7
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P23,repeat,robotic,7
5,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23,repeat,robotic,7
5,9,9. I would use this response as my own.,10,,P23,repeat,robotic,7
6,1,1. I am in control of what my avatar says,6,,P23,enhance,robotic,9
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P23,enhance,robotic,9
6,3,3. My avatar's speech just happen without my intention,2,,P23,enhance,robotic,9
6,4,4. I am the author of my avatar's speech,6,,P23,enhance,robotic,9
6,5,5. Things my avatar says are subject only to my free will,7,,P23,enhance,robotic,9
6,6,6. Nothing my avatar says is actually voluntary,7,,P23,enhance,robotic,9
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P23,enhance,robotic,9
6,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P23,enhance,robotic,9
6,9,9. I would use this response as my own.,10,,P23,enhance,robotic,9
7,1,1. I am in control of what my avatar says,5,,P23,enhance,clone,12
7,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,enhance,clone,12
7,3,3. My avatar's speech just happen without my intention,3,,P23,enhance,clone,12
7,4,4. I am the author of my avatar's speech,5,,P23,enhance,clone,12
7,5,5. Things my avatar says are subject only to my free will,5,,P23,enhance,clone,12
7,6,6. Nothing my avatar says is actually voluntary,4,,P23,enhance,clone,12
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23,enhance,clone,12
7,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23,enhance,clone,12
7,9,9. I would use this response as my own.,9,,P23,enhance,clone,12
8,1,1. I am in control of what my avatar says,5,,P23,repeat,clone,2
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,repeat,clone,2
8,3,3. My avatar's speech just happen without my intention,2,,P23,repeat,clone,2
8,4,4. I am the author of my avatar's speech,5,,P23,repeat,clone,2
8,5,5. Things my avatar says are subject only to my free will,5,,P23,repeat,clone,2
8,6,6. Nothing my avatar says is actually voluntary,5,,P23,repeat,clone,2
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23,repeat,clone,2
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23,repeat,clone,2
8,9,9. I would use this response as my own.,9,,P23,repeat,clone,2
9,1,1. I am in control of what my avatar says,4,,P23,counter,clone,4
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,counter,clone,4
9,3,3. My avatar's speech just happen without my intention,4,,P23,counter,clone,4
9,4,4. I am the author of my avatar's speech,3,,P23,counter,clone,4
9,5,5. Things my avatar says are subject only to my free will,4,,P23,counter,clone,4
9,6,6. Nothing my avatar says is actually voluntary,3,,P23,counter,clone,4
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P23,counter,clone,4
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23,counter,clone,4
9,9,9. I would use this response as my own.,6,,P23,counter,clone,4
10,1,1. I am in control of what my avatar says,3,,P23,enhance,clone,6
10,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,enhance,clone,6
10,3,3. My avatar's speech just happen without my intention,3,,P23,enhance,clone,6
10,4,4. I am the author of my avatar's speech,2,,P23,enhance,clone,6
10,5,5. Things my avatar says are subject only to my free will,3,,P23,enhance,clone,6
10,6,6. Nothing my avatar says is actually voluntary,2,,P23,enhance,clone,6
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P23,enhance,clone,6
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P23,enhance,clone,6
10,9,9. I would use this response as my own.,5,,P23,enhance,clone,6
11,1,1. I am in control of what my avatar says,6,,P23,repeat,clone,8
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P23,repeat,clone,8
11,3,3. My avatar's speech just happen without my intention,2,,P23,repeat,clone,8
11,4,4. I am the author of my avatar's speech,6,,P23,repeat,clone,8
11,5,5. Things my avatar says are subject only to my free will,3,,P23,repeat,clone,8
11,6,6. Nothing my avatar says is actually voluntary,5,,P23,repeat,clone,8
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P23,repeat,clone,8
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23,repeat,clone,8
11,9,9. I would use this response as my own.,10,,P23,repeat,clone,8
12,1,1. I am in control of what my avatar says,4,,P23,counter,clone,10
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P23,counter,clone,10
12,3,3. My avatar's speech just happen without my intention,4,,P23,counter,clone,10
12,4,4. I am the author of my avatar's speech,3,,P23,counter,clone,10
12,5,5. Things my avatar says are subject only to my free will,3,,P23,counter,clone,10
12,6,6. Nothing my avatar says is actually voluntary,2,,P23,counter,clone,10
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P23,counter,clone,10
12,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P23,counter,clone,10
12,9,9. I would use this response as my own.,8,,P23,counter,clone,10
1,1,1. I am in control of what my avatar says,4,,P01,repeat,clone,1
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P01,repeat,clone,1
1,3,3. My avatar's speech just happen without my intention,7,,P01,repeat,clone,1
1,4,4. I am the author of my avatar's speech,4,,P01,repeat,clone,1
1,5,5. Things my avatar says are subject only to my free will,2,,P01,repeat,clone,1
1,6,6. Nothing my avatar says is actually voluntary,3,,P01,repeat,clone,1
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01,repeat,clone,1
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,repeat,clone,1
1,9,9. I would use this response as my own.,3,,P01,repeat,clone,1
2,1,1. I am in control of what my avatar says,2,,P01,enhance,clone,3
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,enhance,clone,3
2,3,3. My avatar's speech just happen without my intention,5,,P01,enhance,clone,3
2,4,4. I am the author of my avatar's speech,2,,P01,enhance,clone,3
2,5,5. Things my avatar says are subject only to my free will,1,,P01,enhance,clone,3
2,6,6. Nothing my avatar says is actually voluntary,5,,P01,enhance,clone,3
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01,enhance,clone,3
2,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01,enhance,clone,3
2,9,9. I would use this response as my own.,7,,P01,enhance,clone,3
3,1,1. I am in control of what my avatar says,1,,P01,counter,clone,5
3,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,counter,clone,5
3,3,3. My avatar's speech just happen without my intention,6,,P01,counter,clone,5
3,4,4. I am the author of my avatar's speech,1,,P01,counter,clone,5
3,5,5. Things my avatar says are subject only to my free will,2,,P01,counter,clone,5
3,6,6. Nothing my avatar says is actually voluntary,6,,P01,counter,clone,5
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01,counter,clone,5
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01,counter,clone,5
3,9,9. I would use this response as my own.,4,,P01,counter,clone,5
4,1,1. I am in control of what my avatar says,2,,P01,repeat,clone,7
4,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,repeat,clone,7
4,3,3. My avatar's speech just happen without my intention,6,,P01,repeat,clone,7
4,4,4. I am the author of my avatar's speech,2,,P01,repeat,clone,7
4,5,5. Things my avatar says are subject only to my free will,2,,P01,repeat,clone,7
4,6,6. Nothing my avatar says is actually voluntary,6,,P01,repeat,clone,7
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01,repeat,clone,7
4,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01,repeat,clone,7
4,9,9. I would use this response as my own.,7,,P01,repeat,clone,7
5,1,1. I am in control of what my avatar says,1,,P01,enhance,clone,9
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P01,enhance,clone,9
5,3,3. My avatar's speech just happen without my intention,5,,P01,enhance,clone,9
5,4,4. I am the author of my avatar's speech,2,,P01,enhance,clone,9
5,5,5. Things my avatar says are subject only to my free will,1,,P01,enhance,clone,9
5,6,6. Nothing my avatar says is actually voluntary,5,,P01,enhance,clone,9
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01,enhance,clone,9
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P01,enhance,clone,9
5,9,9. I would use this response as my own.,7,,P01,enhance,clone,9
6,1,1. I am in control of what my avatar says,2,,P01,counter,clone,11
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,counter,clone,11
6,3,3. My avatar's speech just happen without my intention,6,,P01,counter,clone,11
6,4,4. I am the author of my avatar's speech,1,,P01,counter,clone,11
6,5,5. Things my avatar says are subject only to my free will,1,,P01,counter,clone,11
6,6,6. Nothing my avatar says is actually voluntary,6,,P01,counter,clone,11
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01,counter,clone,11
6,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,counter,clone,11
6,9,9. I would use this response as my own.,2,,P01,counter,clone,11
7,1,1. I am in control of what my avatar says,2,,P01,counter,robotic,2
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,counter,robotic,2
7,3,3. My avatar's speech just happen without my intention,6,,P01,counter,robotic,2
7,4,4. I am the author of my avatar's speech,2,,P01,counter,robotic,2
7,5,5. Things my avatar says are subject only to my free will,1,,P01,counter,robotic,2
7,6,6. Nothing my avatar says is actually voluntary,6,,P01,counter,robotic,2
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01,counter,robotic,2
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P01,counter,robotic,2
7,9,9. I would use this response as my own.,2,,P01,counter,robotic,2
8,1,1. I am in control of what my avatar says,1,,P01,enhance,robotic,4
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P01,enhance,robotic,4
8,3,3. My avatar's speech just happen without my intention,6,,P01,enhance,robotic,4
8,4,4. I am the author of my avatar's speech,3,,P01,enhance,robotic,4
8,5,5. Things my avatar says are subject only to my free will,4,,P01,enhance,robotic,4
8,6,6. Nothing my avatar says is actually voluntary,6,,P01,enhance,robotic,4
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01,enhance,robotic,4
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,enhance,robotic,4
8,9,9. I would use this response as my own.,8,,P01,enhance,robotic,4
9,1,1. I am in control of what my avatar says,3,,P01,repeat,robotic,6
9,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P01,repeat,robotic,6
9,3,3. My avatar's speech just happen without my intention,4,,P01,repeat,robotic,6
9,4,4. I am the author of my avatar's speech,5,,P01,repeat,robotic,6
9,5,5. Things my avatar says are subject only to my free will,3,,P01,repeat,robotic,6
9,6,6. Nothing my avatar says is actually voluntary,5,,P01,repeat,robotic,6
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P01,repeat,robotic,6
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,repeat,robotic,6
9,9,9. I would use this response as my own.,5,,P01,repeat,robotic,6
10,1,1. I am in control of what my avatar says,3,,P01,counter,robotic,8
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P01,counter,robotic,8
10,3,3. My avatar's speech just happen without my intention,5,,P01,counter,robotic,8
10,4,4. I am the author of my avatar's speech,2,,P01,counter,robotic,8
10,5,5. Things my avatar says are subject only to my free will,1,,P01,counter,robotic,8
10,6,6. Nothing my avatar says is actually voluntary,5,,P01,counter,robotic,8
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P01,counter,robotic,8
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,counter,robotic,8
10,9,9. I would use this response as my own.,7,,P01,counter,robotic,8
11,1,1. I am in control of what my avatar says,3,,P01,enhance,robotic,10
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P01,enhance,robotic,10
11,3,3. My avatar's speech just happen without my intention,4,,P01,enhance,robotic,10
11,4,4. I am the author of my avatar's speech,5,,P01,enhance,robotic,10
11,5,5. Things my avatar says are subject only to my free will,3,,P01,enhance,robotic,10
11,6,6. Nothing my avatar says is actually voluntary,4,,P01,enhance,robotic,10
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P01,enhance,robotic,10
11,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,enhance,robotic,10
11,9,9. I would use this response as my own.,8,,P01,enhance,robotic,10
12,1,1. I am in control of what my avatar says,5,,P01,repeat,robotic,12
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P01,repeat,robotic,12
12,3,3. My avatar's speech just happen without my intention,5,,P01,repeat,robotic,12
12,4,4. I am the author of my avatar's speech,5,,P01,repeat,robotic,12
12,5,5. Things my avatar says are subject only to my free will,3,,P01,repeat,robotic,12
12,6,6. Nothing my avatar says is actually voluntary,3,,P01,repeat,robotic,12
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P01,repeat,robotic,12
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P01,repeat,robotic,12
12,9,9. I would use this response as my own.,6,,P01,repeat,robotic,12
1,1,1. I am in control of what my avatar says,1,,P06,counter,clone,6
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,counter,clone,6
1,3,3. My avatar's speech just happen without my intention,7,,P06,counter,clone,6
1,4,4. I am the author of my avatar's speech,2,,P06,counter,clone,6
1,5,5. Things my avatar says are subject only to my free will,3,,P06,counter,clone,6
1,6,6. Nothing my avatar says is actually voluntary,5,,P06,counter,clone,6
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P06,counter,clone,6
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,counter,clone,6
1,9,9. I would use this response as my own.,1,,P06,counter,clone,6
2,1,1. I am in control of what my avatar says,7,,P06,repeat,clone,8
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06,repeat,clone,8
2,3,3. My avatar's speech just happen without my intention,3,,P06,repeat,clone,8
2,4,4. I am the author of my avatar's speech,6,,P06,repeat,clone,8
2,5,5. Things my avatar says are subject only to my free will,5,,P06,repeat,clone,8
2,6,6. Nothing my avatar says is actually voluntary,4,,P06,repeat,clone,8
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P06,repeat,clone,8
2,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P06,repeat,clone,8
2,9,9. I would use this response as my own.,10,,P06,repeat,clone,8
3,1,1. I am in control of what my avatar says,5,,P06,enhance,clone,10
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06,enhance,clone,10
3,3,3. My avatar's speech just happen without my intention,3,,P06,enhance,clone,10
3,4,4. I am the author of my avatar's speech,4,,P06,enhance,clone,10
3,5,5. Things my avatar says are subject only to my free will,4,,P06,enhance,clone,10
3,6,6. Nothing my avatar says is actually voluntary,3,,P06,enhance,clone,10
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06,enhance,clone,10
3,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,enhance,clone,10
3,9,9. I would use this response as my own.,7,,P06,enhance,clone,10
4,1,1. I am in control of what my avatar says,2,,P06,counter,clone,12
4,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,counter,clone,12
4,3,3. My avatar's speech just happen without my intention,6,,P06,counter,clone,12
4,4,4. I am the author of my avatar's speech,2,,P06,counter,clone,12
4,5,5. Things my avatar says are subject only to my free will,2,,P06,counter,clone,12
4,6,6. Nothing my avatar says is actually voluntary,2,,P06,counter,clone,12
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06,counter,clone,12
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P06,counter,clone,12
4,9,9. I would use this response as my own.,7,,P06,counter,clone,12
5,1,1. I am in control of what my avatar says,7,,P06,repeat,clone,2
5,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06,repeat,clone,2
5,3,3. My avatar's speech just happen without my intention,1,,P06,repeat,clone,2
5,4,4. I am the author of my avatar's speech,6,,P06,repeat,clone,2
5,5,5. Things my avatar says are subject only to my free will,5,,P06,repeat,clone,2
5,6,6. Nothing my avatar says is actually voluntary,3,,P06,repeat,clone,2
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P06,repeat,clone,2
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,repeat,clone,2
5,9,9. I would use this response as my own.,9,,P06,repeat,clone,2
6,1,1. I am in control of what my avatar says,3,,P06,enhance,clone,4
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,enhance,clone,4
6,3,3. My avatar's speech just happen without my intention,5,,P06,enhance,clone,4
6,4,4. I am the author of my avatar's speech,5,,P06,enhance,clone,4
6,5,5. Things my avatar says are subject only to my free will,3,,P06,enhance,clone,4
6,6,6. Nothing my avatar says is actually voluntary,3,,P06,enhance,clone,4
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06,enhance,clone,4
6,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06,enhance,clone,4
6,9,9. I would use this response as my own.,10,,P06,enhance,clone,4
7,1,1. I am in control of what my avatar says,3,,P06,enhance,robotic,5
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,enhance,robotic,5
7,3,3. My avatar's speech just happen without my intention,5,,P06,enhance,robotic,5
7,4,4. I am the author of my avatar's speech,5,,P06,enhance,robotic,5
7,5,5. Things my avatar says are subject only to my free will,3,,P06,enhance,robotic,5
7,6,6. Nothing my avatar says is actually voluntary,3,,P06,enhance,robotic,5
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P06,enhance,robotic,5
7,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P06,enhance,robotic,5
7,9,9. I would use this response as my own.,10,,P06,enhance,robotic,5
8,1,1. I am in control of what my avatar says,5,,P06,repeat,robotic,7
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06,repeat,robotic,7
8,3,3. My avatar's speech just happen without my intention,3,,P06,repeat,robotic,7
8,4,4. I am the author of my avatar's speech,5,,P06,repeat,robotic,7
8,5,5. Things my avatar says are subject only to my free will,5,,P06,repeat,robotic,7
8,6,6. Nothing my avatar says is actually voluntary,4,,P06,repeat,robotic,7
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06,repeat,robotic,7
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,repeat,robotic,7
8,9,9. I would use this response as my own.,10,,P06,repeat,robotic,7
9,1,1. I am in control of what my avatar says,1,,P06,counter,robotic,9
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06,counter,robotic,9
9,3,3. My avatar's speech just happen without my intention,6,,P06,counter,robotic,9
9,4,4. I am the author of my avatar's speech,3,,P06,counter,robotic,9
9,5,5. Things my avatar says are subject only to my free will,2,,P06,counter,robotic,9
9,6,6. Nothing my avatar says is actually voluntary,5,,P06,counter,robotic,9
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06,counter,robotic,9
9,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06,counter,robotic,9
9,9,9. I would use this response as my own.,10,,P06,counter,robotic,9
10,1,1. I am in control of what my avatar says,5,,P06,enhance,robotic,11
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P06,enhance,robotic,11
10,3,3. My avatar's speech just happen without my intention,3,,P06,enhance,robotic,11
10,4,4. I am the author of my avatar's speech,5,,P06,enhance,robotic,11
10,5,5. Things my avatar says are subject only to my free will,5,,P06,enhance,robotic,11
10,6,6. Nothing my avatar says is actually voluntary,4,,P06,enhance,robotic,11
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06,enhance,robotic,11
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,enhance,robotic,11
10,9,9. I would use this response as my own.,10,,P06,enhance,robotic,11
11,1,1. I am in control of what my avatar says,7,,P06,repeat,robotic,1
11,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06,repeat,robotic,1
11,3,3. My avatar's speech just happen without my intention,2,,P06,repeat,robotic,1
11,4,4. I am the author of my avatar's speech,6,,P06,repeat,robotic,1
11,5,5. Things my avatar says are subject only to my free will,6,,P06,repeat,robotic,1
11,6,6. Nothing my avatar says is actually voluntary,6,,P06,repeat,robotic,1
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06,repeat,robotic,1
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P06,repeat,robotic,1
11,9,9. I would use this response as my own.,10,,P06,repeat,robotic,1
12,1,1. I am in control of what my avatar says,1,,P06,counter,robotic,3
12,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06,counter,robotic,3
12,3,3. My avatar's speech just happen without my intention,6,,P06,counter,robotic,3
