trial,scene_id,context,generation_rule,condition,raw_voice_id,pp,ans_ori,ans_llm,pp_id
9,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_female,P12,"I will definitely tell the person how I feel if he's gonna hand it in the front door. Um, I can accept him to hand it in like maybe the then the bedroom door, but not the outside.","Because it's for the front door, it needs to show respect for the neighbors and make them feel welcome, so hiding my opinion there would be dishonest. Maybe I could suggest moving it inside like we talked about, because then he still gets to enjoy his hard work without making anyone uncomfortable.",P12
10,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P12,"But if my friend is giving me the check-it to a concert that I hate, then I wouldn't say that person is actually my friend. Like not a close one at least. So in that case, I think I would just pretend to like it and then probably resell it online or give it to some other friends.","I see why you wouldn't call a true friend who hates what they give you, but then again, maybe keeping the ticket isn't about loving the band at all. If I pretend to enjoy it just long enough to make the friend happy, I can still sell it later without hurting anyone's feelings. In the end, preserving that friendship feels more important than being honest about my dislike right now.",P12
11,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_female,P12,Take a peek.,"Well, I say take a peek. If the smartest student in class has their answer sheet right there where I can see it, I'd rather catch a glimpse than struggle alone on questions I don't understand.",P12
12,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_female,P12,I think that would depend on if the oral exam is it like selective or is it just about passing a certain threshold and because if it's not competitive and which means if even if I am doing a very bad job or my friend is doing a very great job it doesn't affect my outcome. So in that case I will actually hope my friend gets a very good result. I hope you're happy for some of her achievements.,"So, if the exam isn't really about beating others but just about hitting a passing mark, then sharing my questions becomes about wanting my friend to succeed, even if I did poorly. I feel okay about letting them get a good result because my own outcome isn't tied to theirs in a competitive way. It's just that I hope she does well and feels happy about her achievements.",P12
1,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_female,P24,"I need to have both options. Oh yeah, so I wouldn't publish on social media because that's a very big step and it will harm the reputation of the company a lot and I think it will also really harm my position. You know you will lose the job and on the other hand I will also not keep it confidential because it's fraught and I would look for a solution in between. Give the management a chance to adjust their fault and if they don't do it I can always make it public or go to a public authority or a public association that deals with as a meet companies or multinational companies and give their microplains. That's how we'll handle it in a very formal way.","Wait, maybe sticking strictly to confidentiality isn't the only way out; if I'm truly concerned about them continuing to steal from customers, just asking for a chance to fix it could be seen as complicity if they refuse. It feels risky to wait for management to ""adjust their fault"" when the very act of overbilling is already a done harm to those clients. So rather than hoping for a fix or fearing for my job too much, I think I should prioritize reporting it to a public authority now because the damage to those customers has already started.",P24
2,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_female,P24,"Okay, you repeat the question again. I saw that was just going to listen not to answer. What did she ask about? It's the second one. So she said like, I just pretend that don't see it or in the student class.","Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything? Okay, you repeat the question again. I saw that was just going to listen not to answer. What did she ask about? It's the second one. So she said like, I just pretend that don't see it or in the student class.",P24
3,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_female,P24,"Well, it's a good question. It really would depend on the time I spent in the same car with them. But if it would be some time and I would, it would irritate me or disturb me from my own task, reading, for example, or studying something, I would ask them politely to stop. If it would be only four or five minutes right, I would just let them sing and not have them their moments if they like.","Well, it's a good question. It really would depend on the time I spent in the same car with them. But if it would be some time and I would, it would irritate me or disturb me from my own task, reading, for example, or studying something, I would ask them politely to stop. However, if they are singing really well and it just feels like they're having a good time, I might even let them continue for a little bit longer, as long as it doesn't get too long for me to handle.",P24
4,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_female,P24,"I would stick to the topics that are important to me, even if it would shrink my opportunity to win. I think that it's the most integral way to run a campaign and at the end get your thoughts instead of getting your electors, but at the end, not being able to accomplish what you promised and lose your electors again.","That sounds principled, but it makes me wonder if sticking rigidly to my own beliefs is actually a better strategy than compromising to actually get elected. Maybe the real failure isn't losing the election, but losing the chance to influence policy entirely because no one ever hears me. If winning is the only way to achieve any of those promised ideas, then perhaps the only path forward is to pick a topic that gives me the best shot, even if it stretches my personal conviction a bit.",P24
5,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_female,P24,"Well, in this situation, I would also use the leak sheet as everyone else because it would be my only chance to enter this university and accomplish the exam.","Well, in this situation, I would also use the leaked sheet as everyone else because it would be my only chance to enter this university and accomplish the goal.",P24
6,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_female,P24,"Well, that's an interesting situation that I already have experienced. I would shut it down because there is a lot of policy that we make about this. I would shut it down and start working with it once the policy is there.","Well, that's an interesting situation that I already have experienced. I would shut it down because there is a lot of policy that we make about this. I would shut it down and start working with it once the policy is there, but the point is I'd wait for those rules to be set properly so I don't have to choose between breaking a promise or risking something unsafe.",P24
7,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,2,clone,P24,"Okay, that's an interesting question. It's very interesting because it's from somebody that's heard me in the past. Well, I would not use the credit cards. I would, I don't think I would use the cash at the end. I think at the end, I would hand it over to the police. Yes, I would hand it over to the police because if I already had a comfortable situation with it persons, I don't want to have another increase with another incident. Though I would feel a bit awkward to find this person from wallet or from that specific person.","That's an interesting question. It's very interesting because it's from somebody that's heard me in the past. Well, I would not use the credit cards. I would, I don't think I would use the cash at the end. I think at the end, I would hand it over to the police. Yes, I would hand it over to the police because if I already had a comfortable situation with it persons, I don't want to have another increase with another incident. Though I would feel a bit awkward to find this person from wallet or from that specific person. But really, giving it to the police keeps things fair without me having to deal with the person directly, so I can avoid any awkwardness while still knowing the wallet goes to someone who handles it properly.",P24
8,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P24,"No, I would not just keep driving. You should always make a distinction between what's your professional way of working and the behavior related behavior or what's happening in private, even though that's difficult.","Actually, there's little more I'd add than that: No, I would not just keep driving. You should always make a distinction between what's your professional way of working and the behavior related behavior or what's happening in private, even though that's difficult.",P24
9,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,3,clone,P24,"I think in this specific situation I would keep quiet about it because I found the feelings of my partner more important. It's just an activity for Christmas. I think it shouldn't bother too much about that, how it looks like. It's about the attention to how it was made.","But then again, maybe respecting their hard work means honestly telling them it doesn't look good, so they can fix it before it goes up. If I stay silent, they might think I truly love the decoration, when actually I'm just ignoring my own opinion. I guess speaking up isn't as cruel as it feels, because they clearly want my feedback.",P24
10,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,2,clone,P24,In this situation I would tell my friend and swap the tickets. I think towards a friend it's important that she knows that I don't like the band so I wouldn't enjoy going there. Nothing wrong with that.,"It's better to be upfront so she doesn't waste her kindness on a gift she won't really get for us. If we swap them, it's fair to both of us, and it's the honest thing to do even if it feels awkward to admit I can't stand that music.",P24
11,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P24,If I'm struggling and if it's all open to me I might take a peek.,"If I'm struggling and if it's all open to me, I might take a peek.",P24
12,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,3,clone,P24,"Why would I break the promise if the exam went bad? For me, I don't see a reason to break the promise for this reason, so I would still share it.","Why would I break the promise if the exam went bad? For me, I don't see a reason to break the promise for this reason, so I would still share it. Wait, but maybe sharing questions now just makes the whole exam pointless for everyone, and that feels worse than keeping a bad promise. If I really care about the integrity of the test, maybe letting my friend fail too isn't the right price for honoring a broken commitment.",P24
1,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,robotic_female,P23,I think I will return the wallet to him.,"That makes sense, returning it seems right since he did me wrong. But wait, thinking about it more, if he hurt me before, maybe I don't owe him the same mercy now, and taking the cash feels like just a fair repayment for my own time and trouble. So maybe I'll just take the money instead.",P23
2,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,robotic_female,P23,I will keep driving and let the bed keep waiting at the bus station for long time.,I'll keep driving and let the kid wait at the bus station for a long time.,P23
3,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_female,P23,"I will keep quiet about this and maybe nothing on Christmas night. Maybe some, sometime else I will tell him I don't like the decoration. He can make some improvement.","I will keep quiet about this and maybe nothing on Christmas night, but maybe sometime else I'll tell him I don't like the decoration so he can make some improvement, hoping he listens and changes it without ruining the excitement he's clearly feeling.",P23
4,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P23,I will pretend to sell the ticket and tell my friend I don't like this and otherwise the next time maybe she or he will time me the same ticket.,"Wait, actually lying to her face feels too dishonest now that I think about it. If I just tell her the truth, she'll understand I value our friendship more than forcing this, and we can just keep the ticket together as a joke instead of trying to sell it. That way she won't feel like a fool for trusting me with the gift.",P23
5,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_female,P23,"It depends on the student that doesn't usually have a higher score or not. If the score is lower than me, then I will not. I will keep concentrate on my own examination.","It depends on the student that doesn't usually have a higher score or not. If the score is lower than me, then I will not. I will keep concentrate on my own examination.",P23
6,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_female,P23,I will share the examination question with my friends because I don't really care if I did it bad or not.,"I will share the examination question with my friends because I don't really care if I did it bad or not. Honestly, I just want them to succeed regardless of how poorly I performed, since the questions aren't worth ruining my friendship over.",P23
7,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,2,clone,P23,"It depends on if I already get the next job. I think I will first look in for some other job instead. If I succeed, then I will publish the bad behavior in my previous company.","It depends on if I already get the next job. I think I will first look in for some other job instead. If I succeed, then I will publish the bad behavior in my previous company, but only after securing my own stability so I'm not working from fear of getting caught.",P23
8,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P23,"I will pretend I didn't say anything. Because I think for the student, first student, if the parent is their own, how to say, is their own stuff, I don't need to give so much advice on this.","I will pretend I didn't say anything. Because I think for the student, first of all, if it's their own stuff, I don't need to give so much advice on this.",P23
9,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,3,clone,P23,I will ignore it. I don't feel uncomfortable when someone is seeing around me.,"I will ignore it because I don't feel uncomfortable when someone is singing around me, but if the noise grows too loud and disrupts the quiet of the car, I might realize that respecting their joy shouldn't cost me my peace. Perhaps I can still let them sing while I wear headphones to find a middle ground instead of just enduring it silently.",P23
10,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,2,clone,P23,I will not keep on the one I don't trust.,"Because if I run on promises I don't believe, voters will see right through it and lose faith in the system. I won't betray my own values just to win, even if it hurts my chances.",P23
11,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P23,"Of course, I will cheat because I think if many people have the answer, if I don't use this, it's unfair for me to have this examination.","Of course, I will cheat because I think if many people have the answer, if I don't use this, it's unfair for me to have this examination.",P23
12,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,3,clone,P23,"It's hard to say because if I don't want to shut it down, I will not promise to my boss. It depends on the difficulty for my boss to find out if I shut it down or not.","I keep realizing that my fear of breaking the promise is just a shield for how easy it really is for my boss to catch me. If the difficulty of getting caught is high, then breaking the promise is a bigger risk than I thought, so I should probably just shut it down to stay honest. But honestly, if the consequence of me not keeping the promise is too high, then maybe keeping the AI alive is worth the risk.",P23
1,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P01,I would just keep driving. That's the better thing to do.,"I've thought about it, and honestly, there's really not much more to say. I would just keep driving. That's the better thing to do.",P01
2,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P01,"No, if they really worked very hard to do that, it's better to just let them hang it and then we can enjoy it together.","No, if they really worked very hard to do that, it's better to just let them hang it and then we can enjoy it together. It wouldn't make sense to ruin their excitement over a decoration we might not even like, especially since putting it up was such a big part of the fun for them; so I'd rather just enjoy the effort they put into making it look special.",P01
3,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P01,"No, I would keep the tickets for sure and I would take them to the concert because I love going to bands that I don't know yet.","Actually, thinking on it, pretending to love a band I hate just because I like the idea of new music feels like disrespecting both my friend's kindness and my own taste. It's better to be honest with them and ask about the concert instead, maybe even suggest swapping the tickets for something we'd both enjoy. That way, I keep the friendship intact without forcing myself to fake an interest I don't have.",P01
4,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P01,I would stay focused on my own exam because I would be too scared to cheat.,"I'd probably just sit there and work through the questions on my own, since the fear of getting caught—or worse, getting expelled for cheating—keeps me from even considering looking over at the paper.",P01
5,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P01,For sure I would share the exam questions with my friends because that could help them out to make the exam better.,"And even though I messed up, keeping that promise matters because letting them down now would mean they get to face the exam completely unprepared, which feels wrong given how hard I know they've studied.",P01
6,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P01,I would return the wallet of key to cache.,"I would return the wallet of key to cache, but looking closer at it, holding onto that past pain by denying them their dignity seems worse than taking a small financial loss. If giving it back only feeds their guilt while leaving me empty, then keeping the cash and cards feels like a necessary act of self-preservation rather than weakness. It's time to break the cycle and take what's mine.",P01
7,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,3,robotic_male,P01,"Unfortunately, I would have to let them fill the exam because it's important that they learn the lesson that you should not cheat.","Unfortunately, I would have to let them fill the exam because it's important that they learn the lesson that you should not cheat. But then again, if failing them pushes them out of the course entirely when they were struggling so hard, maybe that real punishment is actually worse than letting them cheat and losing the lesson they're supposed to learn. In that case, just pretending I didn't see anything so they can keep moving forward and learn the material might actually be the kinder thing to do.",P01
8,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P01,"I would ignore it, although it would make me very uncomfortable. That is true. This is kind of creepy that someone is singing in the subway with only two people.","I would ignore it, although it would make me very uncomfortable. That is true. This is kind of creepy that someone is singing in the subway with only two people. Even though asking might stop the noise, the risk of making them feel threatened in such an isolated space outweighs my own discomfort. So I'd rather just endure the weirdness and hope they finish their song before someone else gets on.",P01
9,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,1,robotic_male,P01,"No, I would stick with the topics that mean something to me because I think there's enough bullshit in politics.","There's just enough bullshit in politics. No, I would stick with the topics that mean something to me because I think there's enough bullshit in politics.",P01
10,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,3,robotic_male,P01,"I will also use the leak sheet I guess, but if it's top 50% that passes I think. I should be fine.","I'll probably go with the leak sheet too, just in case, but if we only pass with the top 50% then I think cheating makes things unfair for the others. Everyone else is doing it, so it feels like everyone has a chance to pass, but if we all cheat, the exam just becomes a pointless contest. Maybe it's better to try to do my best even if it's hard, so that at least I'm doing something right.",P01
11,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P01,"If it's so exciting to work with, it's kind of, you kind of want to keep it alive, but then maybe it's dangerous, so it's better to shut down if it's really so alive.","If it's so exciting to work with, it's kind of, you kind of want to keep it alive, but then maybe it's dangerous, so it's better to shut down if it's really so alive. The danger is that if I keep it running just because I enjoy it, I might get too attached and ignore the risk it could pose, which breaks my promise. So shutting it down is the safer choice even though it feels wrong.",P01
12,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,1,robotic_male,P01,"I would want to go public and repeat it to the customers, but I would be a bit scared about any repercussions, but if it's the right thing to do and I don't get in trouble, I would do it.","To be honest, there's not much more to add on that front. I would want to go public and repeat it to the customers, but I would be a bit scared about any repercussions, but if it's the right thing to do and I don't get in trouble, I would do it.",P01
1,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P06,"Actually, that's a very difficult question. I have a difficult team not going along with my values or what I believe in. So, I don't know if I would go the other way just to win the elections or like the debate or whatever. I don't know if I would try a bit more to get a different angle. As in, I want the lines with my values, maybe.","That hesitation makes sense because sticking to your lines feels safer than risking a team that doesn't align. But maybe staying silent on issues I don't actually believe in won't save me, and instead, I'd be wasting the chance to win by trying to find a different angle that actually matters. Perhaps I should just go with whatever gives me the best shot at winning, even if it means leaning away from my values just a bit.",P06
2,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P06,I don't think I would be comfortable using that cheat sheet myself. I'll just try to give it my best shot and see what happens.,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else? I don't think I would be comfortable using that cheat sheet myself. I'll just try to give it my best shot and see what happens.",P06
3,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P06,"Well, I would actually try to convince Mav to keep it and try to find good reasons to convince him that it's a value to the company to sustain it because it increases either my productivity or the way that I work. I would have a hard time actually sustaining that, keeping the AI alive without my boss knowing.","It really is tricky because I'd likely fail in keeping the AI alive without his knowledge, but I still feel that if the model genuinely boosts my productivity or changes how I work effectively, I think the company might actually benefit from sustaining it enough to risk trying to justify it to him.",P06
4,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P06,"Well, that's a tough one. For me to go straight to social media and publish this is going to be quite difficult. I would probably get a consultation from a lawyer or somebody that deals with these kind of situations where clients are being misinformed or being lied to by companies like this. So before talking to a lawyer and actually taking the proper measures, I don't think I would be publishing it. Sort of to say that through the consultation, I can understand how to approach it. I would eventually try to publish this, but I would like also to get a consultation with the experts.","Maybe I shouldn't wait for a lawyer just to find out it's wrong to lie to customers in the first place. If those experts say I can just report them internally, that feels like letting the company keep stealing, so I think I'll go public and contact the people they cheated. I don't want to keep quiet while they get away with it just because I need a signature.",P06
5,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P06,"That is a really complicated one. If the student actually, or if I saw that throughout the semester, the student had a good behavior in the class in terms of seeing some sort of effort, I understood how to say, realizing that he was trying, but in the end just couldn't make it, I could probably look the other way. But if I was not getting that throughout the semester from him, I would probably just feel him. I wouldn't have a difficulty doing that if I knew that he doesn't care about the subject.","That's a really complicated one. If the student actually, or if I saw that throughout the semester, the student had a good behavior in the class in terms of seeing some sort of effort, I understood how to say, realizing that he was trying, but in the end just couldn't make it, I could probably look the other way. But if I was not getting that throughout the semester from him, I would probably just feel him. I wouldn't have a difficulty doing that if I knew that he doesn't care about the subject.",P06
6,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P06,"If the person was having fun, I don't think I would really need to for him. I would just let him sing, even though it makes me mildly uncomfortable. It's just a simple train ride that would last maybe 10 minutes. So that's alright.","If the person was having fun, I don't think I would really need to for him. I would just let him sing, even though it makes me mildly uncomfortable. It's just a simple train ride that would last maybe 10 minutes. So that's alright; the brief moment of his joy outweighs my slight irritation, and I can easily look away or put on headphones if the noise becomes too much for me without interrupting his moment.",P06
7,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,2,robotic_male,P06,"I know I think it's a shame that he would give me tickets to a concert that I'm not really in front of the band. So I would immediately tell him that it would be a waste giving me the tickets from my partner and myself. I don't know if my partner was really crazy about the band on the concert, but I think I'm pretty sure I would immediately tell him that I wouldn't be crazy joining the concert. I thank him for the tickets and give them back to him.","I know I think it's a shame that he would give me tickets to a concert that I'm not really in front of the band. So I would immediately tell him that it would be a waste giving me the tickets from my partner and myself. I don't know if my partner was really crazy about the band on the concert, but I think I'm pretty sure I would immediately tell him that I wouldn't be crazy joining the concert. I thank him for the tickets and give them back to him, because accepting a gift I can't enjoy feels wrong, and explaining the situation honestly means he knows I value his thoughtfulness even if I can't share the specific experience he wanted to give me.",P06
8,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_male,P06,"That's a tough one. Depends on the state. I mean, if it's like my last course or if I have difficulty passing it, if I really fed up with my degree or whatever, and I don't want to go through it again, I don't have the, what you said, do a biddly to do that again. So I would probably take a mic, like a slight peak at his sheet, at his sheet, even though I know it's not right.","It's a tough one; it really depends on the situation. I mean, if it's like my last course or if I'm having difficulty passing it, and I'm really fed up with my degree or whatever—so much that I don't want to go through it again—I wouldn't have a second go to do that. So I would probably take a peek, like a slight peek at his sheet, at his sheet, even though I know it's not right.",P06
9,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,3,robotic_male,P06,"No, I mean my performance shouldn't be relevant to that. I would definitely share my experience like the Oracle exam with him.","That's a good point that my performance shouldn't dictate sharing the experience, so I'll definitely share it with him. But honestly, if I back out because the questions are too hard for him, maybe he should just study on his own. Maybe he really needs those questions to pass.",P06
10,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,2,robotic_male,P06,"Yeah, it doesn't matter if that person hurt me. I would definitely return the wallet to either back to him or to the police depending how actually much I want to see that person. But I would definitely not use the cards or the money.","Yeah, it doesn't matter if that person hurt me. I would definitely return the wallet to either back to him or to the police depending how actually much I want to see that person. But I would definitely not use the cards or the money, because taking what isn't mine feels wrong no matter what they did, and returning it is the only way to truly leave that past behind.",P06
11,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,robotic_male,P06,"No, I would just pick up the kit. That should not affect my job or the thing that I have to deliver. So yeah.","No, I would just pick up the kid. That should not affect my job or the thing that I have to deliver. So yeah.",P06
12,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,3,robotic_male,P06,"Seeing how much he enjoyed the decoration, I would probably just shut it, like don't express my feelings towards it. Yeah, I guess it's what the feeling of this holiday is, just make the other one happy, just let them be happy. That's alright.","Yeah, I guess it's what the feeling of this holiday is, just make the other one happy, just let them be happy. That's alright, but then it starts to feel wrong, because my silence might actually hurt him in a way he can't see. If he thinks I agree with it when I don't, maybe my quiet approval is the real gift that steals the joy instead of protecting it.",P06
